StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,high_control,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,low_control,pain_rate_1,control_1,control_2,control_3,control_4,control_5,age,gender,employment,employment_7_TEXT,painkiller,painkiller_type,painkiller_freq,mTurkCode
12/5/17 12:54,12/5/17 12:59,0,97.125.122.227,100,258,1,12/5/17 12:59,R_248Wjfr9dnI5AC7,,,,,42.1882019,-123.0465012,anonymous,EN,1,"I have control over how long I want to spend on this task. So I have control over how long I want to think of something from the past where I had complete control, or I could take this situation as an example where i have complete control over how long I spend on it. Since it can take me quite some time to generate something from my past to fit this, I prefer to control this situation, by choosing this as the situation over which I have control, and to write about this situation, where I would really prefer not to trawl through my memory for an appropriate instance, but instead, take control and write about this. This actually feels pretty good, because I can just get on and write without having to generate a different instance.",,,,,,0,3,2,2,4,4,55,2,4,,2,,,9311913
12/5/17 12:57,12/5/17 12:59,0,40.139.94.147,100,145,1,12/5/17 12:59,R_2bK05K8fUkvRxrT,,,,,43.30020142,-86.27339935,anonymous,EN,1,,2.428,7.094,90.022,3,In July my workplace closed without notice. I only found out about it when somebody called me and told me they saw the news online. I had just been at work the day before and  did not suspect anything. I had worked there for five years so this was a shock.,32,2,2,2,4,3,37,1,2,,2,,,4591224
12/5/17 12:59,12/5/17 13:01,0,24.91.57.193,100,144,1,12/5/17 13:01,R_qDVVN2mgLkX8MRr,,,,,42.42469788,-71.11119843,anonymous,EN,1,,0.592,0.592,90.013,1,"I was once in a robbery situation where I was at a friends house and someone broke in. They robbed my friend at gunpoint, and they threatened me that if I tried to do anything, they would shoot me. I felt incredibly helpless in this situation, I couldn't do anything but watch them take my friend's",75,4,4,4,4,4,27,1,1,,2,,,4874575
12/5/17 12:59,12/5/17 13:02,0,72.177.226.78,100,176,1,12/5/17 13:02,R_87ZOwgDxtX0u9UZ,,,,,29.5697937,-98.6160965,anonymous,EN,1,,0.196,0.196,90.005,1,I was at an arcade type place at the Wisconsin Dells. My son was playing in the tube area that went up multiple floors. He eventually got lost and scared and was screaming for me. I had no idea how to get him or how to get him out. I felt like I had no control and I was terrified. It was traumatic for both my son and me. Eventually he found a slide that led him out of the tube area. ,31,4,4,5,5,5,32,1,1,,2,,,9617327
12/5/17 12:50,12/5/17 13:02,0,83.132.106.190,100,732,1,12/5/17 13:02,R_2v8NENHw2QEd1Tn,,,,,41.12399292,-8.651000977,anonymous,EN,1,,3.918,614.588,639.753,7,My family and I were going to the mall to pick up my laptop from the Apple Store when all of a sudden our car broke down. We had no control over the situation. ,0,4,4,4,4,4,28,2,1,,2,,,708369
12/5/17 12:52,12/5/17 13:04,0,71.63.204.163,100,670,1,12/5/17 13:04,R_6loUMV2nVsI6wNP,,,,,45.48179626,-122.6004944,anonymous,EN,1,"Once in girl scouts, a long, long time ago, we did horseback riding lessons and a few sessions in, one of the girls' horses bucked her off.  She started screaming and all the other horses started galloping around the small, circular enclosure where we were riding.  I was the only one who retained full control of my horse.  I wouldn't let that thing move a muscle!  Mostly because I was freaked myself but I was also quite proud after that I was able to remain calm and maintain control.",,,,,,0,5,5,5,5,5,36,2,1,,2,,,9114895
12/5/17 13:00,12/5/17 13:05,0,32.210.191.29,100,298,1,12/5/17 13:05,R_2uxKZ00IbTsmmqY,,,,,41.22410583,-73.05169678,anonymous,EN,1,,2.336,85.894,90.04,2,I was skateboarding fast down a bank and someone on another skateboard was speeding towards me down a ramp. I tried to move but it all happened too quickly. Then collided.,0,5,4,3,5,5,22,1,1,,2,,,9957150
12/5/17 13:04,12/5/17 13:06,0,138.128.246.205,100,150,1,12/5/17 13:06,R_1jU7xKSZ7CIbGjO,,,,,40.73910522,-73.98259735,anonymous,EN,1,,2.694,65.887,90.017,3,"A command center is a central place for carrying out orders and for supervising tasks, also known as a headquarters, or HQ.Common to every command center are three general activities: inputs, processes, and outputs. The inbound aspect is communications (usually intelligence and other field reports). Inbound elements are ""sitreps"" (situation reports of what is happening) and ""progreps"" (progress reports relative to a goal that has been set) from the field back to the command element.The process aspect involves a command element that makes decisions about what should be done about the input data. In the US military, the command consists of a field â€“ (Major to Colonel) or flag â€“ (General) grade commissioned officer with one or more advisers. The outbound communications then delivers command decisions (i.e., operating orders) to the field elements.Command centers should not be confused with the high-level military formation of a Command â€“ as with any formation, Commands may be controlled from a command center, however not all formations controlled from a command centre are Commands.",68,1,1,2,4,5,29,1,2,,2,,,1024939
12/5/17 13:04,12/5/17 13:08,0,198.22.162.224,100,220,1,12/5/17 13:08,R_1JIUdv43kMaQmEL,,,,,40.71110535,-73.94689941,anonymous,EN,1,"IT IS EASY TO DO AND INTERESTING  the situation in which you felt in complete controlâ€”what happened, how you felt, etc. You can control how long you want to spend on this recall task. the situation in which you felt in complete controlâ€”what happened, how you felt, etc. You can control how long you want to spend on this recall task. the situation in which you felt in complete controlâ€”what happened, how you felt, etc. You can control how long you want to spend on this recall task.",,,,,,71,2,2,2,2,5,23,1,2,,1,TITES,3,9126544
12/5/17 13:04,12/5/17 13:09,0,136.60.164.65,100,313,1,12/5/17 13:09,R_1jvQVREcMaYLCdq,,,,,40.75979614,-111.8626022,anonymous,EN,1,,7.559,93.818,180.018,5,"The gas gauge on my van broke a couple months ago.  I thought I had several gallons in it at least.  Regardless, I ran out of gas.  I always carry a gas can and put the gallon in it but it still wouldn't start.  I walked a mile to a gas station and bought another gallon.  It started",9,4,4,5,5,5,48,1,1,,2,,,4325689
12/5/17 13:08,12/5/17 13:11,0,107.219.126.149,100,166,1,12/5/17 13:11,R_wSGT0U4zQzDJSql,,,,,41.60450745,-87.99559784,anonymous,EN,1,"I was playing a friend of mine at pool and was playing particularly well this day. I was purposely pacing my friend, which basically means I was missing shots on purpose or leaving myself very tough shots to decrease my odds of winning. Although I was doing the before mentioned, I was still able to pull out of losing the games and come back to victory. ",,,,,,2,5,5,1,5,5,40,1,7,not looking ,2,,,4142776
12/5/17 13:08,12/5/17 13:12,0,12.204.222.254,100,273,1,12/5/17 13:12,R_2akHpCEBvSjuhh0,,,,,35.04679871,-85.29160309,anonymous,EN,1,,28.073,28.073,91.197,1,"My wife and I recently discovered that a crack in our house's foundation was causing some water damage in our basement. Neither of us is very handy with home repair and that sort of thing, so the problem created quite a lot of uncertainty and stress for us. Neither of us really knew how to diagnose the problem, but we knew that it wouldn't be a cheap fix. We were definitely at the mercy of the situation - we couldn't just leave the crack as it was, and we were powerless to do anything about it beyond calling a foundation repair company and letting them tell us what we needed. It was scary to know that we were going to have to spend thousands of dollars based completely on the word of a guy from a company that we didn't know.",0,4,5,4,4,5,38,1,1,,2,,,7927057
12/5/17 13:05,12/5/17 13:12,0,138.128.246.80,100,466,1,12/5/17 13:12,R_3gSFl4APCPII2Ag,,,,,40.73910522,-73.98259735,anonymous,EN,1,i went to movie with my friends.at that time my friend teased me a lot for a long period but i didnt lose my control..i took a deep breathe and control my angry..i am in a complete control...,,,,,,71,1,2,2,3,4,25,1,2,,1,paracetamol,3,6315178
12/5/17 13:09,12/5/17 13:13,0,198.22.162.104,100,210,1,12/5/17 13:13,R_Xw6oPGZNSWUN5n3,,,,,40.71110535,-73.94689941,anonymous,EN,1,"Please recall a particular incident in which something happened and you were in complete control of the situation. Please describe the situation in which you felt in complete controlâ€”what happened, how you felt, etc. You can control how long you want to spend on this recall task.",,,,,,37,1,2,2,4,4,22,1,1,,1,DEATH RARC,2,4376733
12/5/17 13:11,12/5/17 13:13,0,73.156.34.188,100,128,1,12/5/17 13:13,R_3CBgOH4kW3COCDf,,,,,26.39970398,-81.70110321,anonymous,EN,1,a time when I felt in control of something was on my wedding day. I felt like I had the entire event planned in advance and I felt like I could control how the event would play out based on my planning.,,,,,,22,2,2,2,2,4,52,2,1,,2,,,7207818
12/5/17 13:14,12/5/17 13:16,0,207.144.4.101,100,110,1,12/5/17 13:16,R_2Ys3HCiuRM2oggN,,,,,32.4355011,-83.72669983,anonymous,EN,1,I had to plan a party for a family member. I had to organize what everyone brung and where the party would be located. It was my job to ensure everyone had a great time. ,,,,,,2,5,4,3,5,5,34,2,1,,2,,,7938116
12/5/17 13:13,12/5/17 13:16,0,67.1.154.1,100,190,1,12/5/17 13:16,R_1jDGlhCBq7Io3YQ,,,,,32.22169495,-110.9264984,anonymous,EN,1,,0.911,0.911,90.007,1,"I was at a arizona football game a week ago and I was watching the football game, I wanted arizona to win the game very much, but they were down about 14 points and their wasn't much of a chance for them to come back, I was getting upset, and frusturated their is nothing I can do to effect the outcome of the game, but I watched it till the end, and they lost but I was prepared by the end of the game that ",28,4,5,4,5,4,25,1,1,,1,Vicodin ,1,5730581
12/5/17 13:16,12/5/17 13:19,0,108.185.234.87,100,185,1,12/5/17 13:19,R_1OYM1L7gtpvhina,,,,,34.40649414,-118.4015045,anonymous,EN,1,,24.165,24.356,90.008,2,"We filed our tax return electronically last year. Refund was supposed to come quickly - but nothing for 3 weeks. we called the IRS. called and talked to about six people, shunted around, nobody knew what was going on. finally some bean counter discovered our tax refund had been flagged for possible identity theft and transferred to another department for review. Review would take 45 days. no exceptions. no matter what we did or said, our tax return was locked in the grubby paws of the government until it decided it had used up sufficient red tape to give us what we were due. we felt totally powerless, and  mad, and frustrated.",9,2,3,4,3,4,58,2,2,,1,"Imitrex, Ultracet, Aleve",3,2177016
12/5/17 13:14,12/5/17 13:19,0,67.140.45.171,100,325,1,12/5/17 13:19,R_22Kr9jDWx1yAGqv,,,,,32.66119385,-83.78540039,anonymous,EN,1,,30.992,30.992,90.022,1,One time when I was at work and I was with the manager I felt like I had no power. It's never a good feeling but I cou,47,3,4,4,3,5,22,1,1,,2,,,8422074
12/5/17 13:17,12/5/17 13:19,0,71.45.113.50,100,135,1,12/5/17 13:19,R_24CTGjiCWOFxT5L,,,,,33.52250671,-86.76830292,anonymous,EN,1,,5.022,85.177,90.007,2,"My aunt died of cancer, and I wish I could have helped her but it was out of my control. I was very sad. I tried to spend time with her in her last few days.",1,4,4,4,4,4,32,1,2,,2,,,5751440
12/5/17 13:11,12/5/17 13:22,0,73.153.45.51,100,664,1,12/5/17 13:22,R_2BznyaIfELEhbCG,,,,,40.39959717,-104.8002014,anonymous,EN,1,,4.019,487.509,542.841,4,I was once laid of from my job due to outsourcing. I went in for work like normal only to have the whole staff called into a meeting,33,2,2,2,2,3,33,1,2,,2,,,1417381
12/5/17 13:19,12/5/17 13:22,0,69.181.223.187,100,178,1,12/5/17 13:22,R_2y7L3TyOUPHIT8A,,,,,37.78109741,-122.4625015,anonymous,EN,1,"Today, i'm in control of how much effort I want to put in today. I get to choose if I want to work for part of the day, all of the day, or none of the day. Its completely up to me how much I want to do.I feel that I have complete autonomy to do what I want. It feels good to have that type of freedom.",,,,,,10,5,4,4,4,4,39,1,2,,2,,,8840435
12/5/17 13:23,12/5/17 13:26,0,47.155.93.33,100,173,1,12/5/17 13:26,R_2Vs7uXOuh8n9zq3,,,,,33.9329071,-118.0088959,anonymous,EN,1,I was in complete control of the situation when I was at work and having a conversation with a patron. The patron wanted a refund for a non-refundable transaction. I was only able to offer an exchange due to our policy. I felt supported by our policy and by my knowledge in it. The patron excepted that I could not waiver and a resolution was reached.,,,,,,0,4,5,4,4,4,28,2,1,,2,,,3091778
12/5/17 13:25,12/5/17 13:27,0,70.173.13.225,100,124,1,12/5/17 13:27,R_xgeBB9fsTqi4ESJ,,,,,36.17869568,-115.3152008,anonymous,EN,1,,1.045,58.812,90.032,4,I once was rear ended by someone at an intersection.  I was completely stopped and had no control over being hit.  I wasn't hurt but I did suffer some fender damage.  ,10,5,5,5,5,5,33,1,2,,2,,,3630096
12/5/17 13:26,12/5/17 13:29,0,97.125.115.24,100,156,1,12/5/17 13:29,R_22CWRRFtnBYVIhn,,,,,43.71629333,-123.0373993,anonymous,EN,1,,5.684,5.684,90.01,1,we never have control. its dangerous to pretend that we can ever have control. like when the bus arrived layr yoday. no one person impacted that. like the fog todau s,8,4,2,4,2,4,54,2,1,,2,,,2257325
12/5/17 13:27,12/5/17 13:30,0,96.86.30.97,100,157,1,12/5/17 13:30,R_3P7CXSAOyCHXALZ,,,,,38.90570068,-76.978302,anonymous,EN,1,,8.191,69.897,90.01,4,"I was physically assaulted by a family member. I was knocked unconscious and when I attempted to run away, I jumped out of a window and severed my arm very badly from a metal window box.  I did not see it coming and did not have control over ",92,2,4,4,4,4,59,2,1,,1,Tylenol,4,3157866
12/5/17 13:27,12/5/17 13:32,0,207.55.51.61,100,296,1,12/5/17 13:32,R_3HZI5V8xmFnRg3c,,,,,44.80070496,-122.7944946,anonymous,EN,1,I felt like I was in control when I made the decision to take my son out of school and home school him. It was the best thing I could have done for him and he has done so much better,,,,,,40,2,4,3,5,5,33,2,7,,2,,,1480927
12/5/17 13:29,12/5/17 13:32,0,24.184.254.97,100,199,1,12/5/17 13:32,R_2cq4yukb4UQCmbs,,,,,40.59609985,-73.97319794,anonymous,EN,1,,0.74,0.74,90.01,1,"The last time I had no control over a situation was when I had applied for a job and I did not get the job. I felt very depressed and upset because I had worked hard for the position and I did not get it. I was very motivated while applying for the position and when i heard the bad news,",81,2,2,4,5,5,34,1,1,,2,,,1638223
12/5/17 13:29,12/5/17 13:33,0,76.21.71.205,100,203,1,12/5/17 13:33,R_siq9iy07TjdRFbb,,,,,37.3421936,-121.8833008,anonymous,EN,1,"I forgot to iron my husband shirt for work and we were about to late in the morning, so while he was preparing the kid for daycare I tried to iron a shirt as soon as possible for 3-4 minutes and we did not late. As was completely in control because I am very quick with this activity.",,,,,,38,5,5,5,4,5,44,2,1,,2,,,9732995
12/5/17 13:30,12/5/17 13:33,0,96.57.65.98,100,169,1,12/5/17 13:33,R_2rhVSzZnDwz2eIR,,,,,40.87780762,-73.00450134,anonymous,EN,1,,14.666,14.666,90.005,1,"I was actually leaving work ( my warehouse ) when my superior called and told me he is coming and to wait for him.He came to my office with HR rep... yup... I was ""let go"". They told me that this is my last day at work and they ",1,4,2,4,4,4,36,1,1,,2,,,5819827
12/5/17 13:31,12/5/17 13:33,0,173.209.69.250,100,135,1,12/5/17 13:33,R_2sScbmfvsmQqVL7,,,,,26.18840027,-97.92320251,anonymous,EN,1,I was promoted to manager of a store. I had the qualifications and did not experience any problems stepping up to the role.,,,,,,35,3,2,4,4,5,58,1,2,,1,"tramadol, gabapentin",1,4516963
12/5/17 13:27,12/5/17 13:34,0,98.18.21.84,100,380,1,12/5/17 13:34,R_3qNIfWSf5BEor1J,,,,,29.83230591,-82.58540344,anonymous,EN,1,"I was recently offered a job to write couponing blogs for a man who owns a popular restaurant app here in town. After much deliberation I ended up turning him down due to time constraints and the work that was involved for the pay. I felt pressured, but completely in control of the decision. It felt great to tell him no!",,,,,,60,4,4,4,5,5,43,2,7,I have a health condition keeping me from working in my field,1,Loradin. (Claritain for chronic ear pain.) I also take advil occasionally for headaches.,3,6016163
12/5/17 13:31,12/5/17 13:35,0,76.177.89.72,100,212,1,12/5/17 13:35,R_25LYRYKXrjWngsg,,,,,38.06350708,-83.93630219,anonymous,EN,1,"I made the choice just a few minutes ago to get out of bed, back to my desk, and start working, even though I feel like I've been trampled by a herd of wildebeests. I chose not to let my disabilities keep me from working any longer today; I'd spent the morning and half the afternoon dozing in bed, in pain from a change in the weather.",,,,,,75,5,1,1,1,3,39,2,2,,1,"ibuprofen, mobic, gabapentin",1,1917468
12/5/17 13:34,12/5/17 13:39,0,67.140.45.171,100,243,1,12/5/17 13:39,R_306pvjbrDKjnco1,,,,,32.66119385,-83.78540039,anonymous,EN,1,,0.162,79.785,90.012,3,Being in no power can make you feel bad like it made me when I was with my friend and he got moved up to a better position within our company and it made me feel like I was below him with nobody really caring about what I could bring to the table. ,46,3,3,1,5,2,22,1,1,,2,,,9414185
12/5/17 13:39,12/5/17 13:40,0,71.218.70.171,100,48,1,12/5/17 13:40,R_2uKH1VIbOcSlAIS,,,,,39.86630249,-105.0061035,anonymous,EN,1,"I was at the venue. The manager called saying he's running late. He had me direct the show until he showed up. I told people when they were going on, and collected the tickets & money. I think I did a really good job.",,,,,,53,3,3,4,3,4,31,1,1,,2,,,5106426
12/5/17 13:28,12/5/17 13:44,0,75.102.129.227,100,960,1,12/5/17 13:44,R_eIM8qtgHSi0efEB,,,,,28.58869934,-81.18930054,anonymous,EN,1," A few week s ago i was in my brother in law car.We were heading to a mall near by to help him chose a gift for his wife.While he was driving another car came from no were and hit us on the driver side.The car was damaged a little, we were ok, but my brother in law got very angry. He started yelling at the other driver and jump to punch him.I had to hold him not to punch the other guy and i tried to call him down.Cops came and all was fine in the end.I think that i was good thing i was there to control the situation and to stop my brother in law to get into a fight.",,,,,,40,3,4,4,5,4,38,1,1,,1,advil,4,9457217
12/5/17 13:42,12/5/17 13:45,0,107.195.14.24,100,143,1,12/5/17 13:45,R_eXunSyl7sOOx8Rj,,,,,34.14830017,-84.14040375,anonymous,EN,1,,1.115,1.115,90.009,1,One time as a kid I was riding with my dad to the store. We were on the interstate when suddenly we crashed. I was scared. I felt confused. I didn't know what happened. My dad had crossed lanes without looking and hit an upcoming vehicle going,0,5,5,5,4,4,29,1,1,,2,,,4537602
12/5/17 13:50,12/5/17 13:52,0,73.250.231.220,100,120,1,12/5/17 13:52,R_1g7J5iZv4nqiDfQ,,,,,39.27839661,-76.55699921,anonymous,EN,1,,0.567,71.399,91.401,4,Recently something happened that I had no control over. I was at work and was going for a performance review. My boss had complete control over my review. This made me feel like I had no control and was powerless.,0,5,5,5,5,5,30,1,1,,2,,,7179954
12/5/17 13:51,12/5/17 13:57,0,66.75.18.69,100,347,1,12/5/17 13:57,R_2Y2M9taNaoQoqvQ,,,,,34.97009277,-116.9929047,anonymous,EN,1,"When I worked, I had complete control of how I wanted to spend my time at work. (this response prompt is funny because you can't control how long you want to spend on it because it needs to be at least 100 characters long--talk about the lack of control here).",,,,,,0,4,4,5,5,4,27,2,8,,2,,,7681256
12/5/17 14:00,12/5/17 14:03,0,97.34.104.152,100,176,1,12/5/17 14:03,R_2E04BscLMMyFo6U,,,,,37.75100708,-97.8219986,anonymous,EN,1,,2.993,53.765,90.027,9,When I lost both my parents last year to cancer 9 weeks apart I had no control at all over the situation.,0,5,5,5,5,5,25,2,1,,1,Ibuprofen,3,710866
12/5/17 14:26,12/5/17 14:27,0,69.141.36.252,100,59,1,12/5/17 14:27,R_W6uJMIjKZsGQuBP,,,,,39.62469482,-74.20420074,anonymous,EN,1,I felt in control when I was at work and I had to give my team permission to work on the certain project,,,,,,62,2,3,3,4,4,29,1,1,,1,Perks,2,8194973
12/5/17 14:25,12/5/17 14:30,0,73.31.59.110,100,330,1,12/5/17 14:30,R_2axd0AjyHcAKQJH,,,,,37.29420471,-81.18319702,anonymous,EN,1,,5.449,9.628,90.028,3,My old man died of cancer. I watched him wither away to nothing. There was nothing I could do about it.,0,4,4,3,3,2,30,1,1,,2,,,5508595
12/5/17 14:17,12/5/17 14:35,0,173.225.146.199,100,1119,1,12/5/17 14:35,R_3NF0fzKArhCZcn6,,,,,45.75010681,-94.14009857,anonymous,EN,1,"About a month ago I was heading out in my 1993 Chevrolet to bring an eBay package to the post office when the brakes suddenly went to the floor. Now I am somewhat of a mechanic going way back but brakes frightened me as to how hard the repair would be for a home handyman as they are hydraulic and must be done a certain way. But I studied the internet for that car and some forums and went to Auto Zone and got the one hose I needed (only to learn they gave me the wrong part) and with the car torn down I had to take it off jacks and then back to the store ugg. I got the right part, easily learned how to bleed them (drivers side rear tire only) and fixed the whole thing for about $20 ($10 of that was gas getting the part (twice). I persevered, succeeded and learned. Works great now.",,,,,,30,5,4,5,5,5,60,1,2,,1,I had a tooth extracted yesterday and am on 600mg prescribed Ibuprofen. Normally I also have a bad ankle and some pain with that sometimes but am not normally on pain meds except here and there I take some ibuprofen or aspirin.,4,7074337
